author,year,genre,title,description,thumbnail
,2014,fiction,The Goldfinch,"Winner of the Pulitzer Prize for Fiction 2014 Aged thirteen, Theo Decker, son of a devoted mother and a reckless, largely absent father, survives an accident that otherwise tears his life apart. Alone and rudderless in New York, he is taken in by the family of a wealthy friend. He is tormented by an unbearable longing for his mother, and down the years clings to the thing that most reminds him of her: a small, strangely captivating painting that ultimately draws him into the criminal underworld. As he grows up, Theo learns to glide between the drawing rooms of the rich and the dusty antiques store where he works. He is alienated and in love - and his talisman, the painting, places him at the centre of a narrowing, ever more dangerous circle. The Goldfinch is a haunted odyssey through present-day America and a drama of enthralling power. Combining unforgettably vivid characters and thrilling suspense, it is a beautiful, addictive triumph - a sweeping story of loss and obsession, of survival and self-invention, of the deepest mysteries of love, identity and fate.",http://books.google.com/books/content?id=eN4lngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
,2014,fiction,Private L.A.,"When Hollywood's golden couple goes missing, Private's Jack Morgan is the only one who can solve the mystery. Thom and Jennifer Harlow are the perfect couple, with three perfect children. They maybe two of the biggest mega movie stars in the world, but they're also great parents, philanthropists and just all-around good people. When they disappear without a word from their ranch, facts are hard to find. They live behind such a high wall of security and image control that even world-renowned Private Investigator Jack Morgan can't get to the truth. But as Jack keeps probing, secrets sprout thick and fast-and the world's golden couple may emerge as hiding behind a world of desperation and deception that the wildest reality show couldn't begin to unveil. Murder is only the opening scene.",http://books.google.com/books/content?id=4aBuN1sveLkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2014,fiction,Concealed in Death,"When her husband discovers evidence of 12 murders while demolishing a former New York shelter for troubled teens, Lieutenant Eve Dallas tracks down the stories of each victim only to realize that they are connected by someone Eve knows. By the best-selling author of the In Death series.",http://books.google.com/books/content?id=BP7YCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2014,fiction,Chance,,http://books.google.com/books/content?id=xyYsAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2014,fiction,Words of Radiance,"Dalinar leads the human armies into an escalating war with the Parshendi, while Shallan and Jasnah search for a mythical city to secure humanity's survival, and Kaladin struggles to master his Windrunner powers.",http://books.google.com/books/content?id=cZbQAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2014,fiction,Night Broken,"#1 New York Times bestselling author Patricia Briggs’s Mercy Thompson series has been hailed as “one of the best” (Library Journal). Now Mercy must deal with an unwanted guest—one that brings a danger unlike anything she’s ever known. When her mate’s ex-wife storms back into their lives, Mercy knows something isn’t right. Christy has the furthest thing from good intentions—she wants Adam back, and she’s willing to do whatever it takes to get him, including turning the pack against Mercy. Mercy isn’t about to step down without a fight, but there’s a more dangerous threat circling. As the bodies start piling up, she must put her personal troubles aside to face a creature with the power to tear her whole world apart.",http://books.google.com/books/content?id=9YjwAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2014,fiction,Missing You,"""From #1 New York Times bestselling author Harlan Coben, a heart-pounding thriller about the ties we have to our past ... and the lies that bind us together. It's a profile, like all the others on the online dating site. But as NYPD Detective Kat Donovan focuses on the accompanying picture, she feels her whole world explode, as emotions she's ignored for decades come crashing down on her. Staring back at her is her ex-fiance; Jeff, the man who shattered her heart-and who she hasn't seen in 18 years. Kat feels a spark, wondering if this might be the moment when past tragedies recede and a new world opens up to her. But when she reaches out to the man in the profile, her reawakened hope quickly darkens into suspicion and then terror as an unspeakable conspiracy comes to light, in which monsters prey upon the most vulnerable. As the body count mounts and Kat's hope for a second chance with Jeff grows more and more elusive, she is consumed by an investigation that challenges her feelings about everyone she ever loved-her former fiance;, her mother, and even her father, whose cruel murder so long ago has never been fully explained. With lives on the line, including her own, Kat must venture deeper into the darkness than she ever has before, and discover if she has the strength to survive what she finds there""--",http://books.google.com/books/content?id=yaLZCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2014,fiction,Shadow Spell,,http://books.google.com/books/content?id=lskMBQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
,2014,fiction,The King,"The war with the Lessening Society continues, with the added threat of the Band of Bastards, after Wrath and his mate take the throne. Reprint.",http://books.google.com/books/content?id=cal2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2014,fiction,Carnal Curiosity,"Stone Barrington is back in the extraordinary new adventure from New York Times–bestselling author Stuart Woods. Stone Barrington seems to have a knack for being in the wrong place at the wrong time. When Manhattan’s elite are beset by a series of clever crimes—and Stone is a material witness—he and his former partner Dino Bacchetti find themselves drawn into the world of high-end security and fraud, where insider knowledge and access are limited to a privileged few, and the wealthy are made vulnerable by the very systems meant to keep them safe. As Stone and Dino delve deeper into their investigation, they learn that the mastermind behind the incidents may have some intimate ties to Stone . . . and that the biggest heist is still to come. **",http://books.google.com/books/content?id=DEE9CAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
,2014,fiction,The Collector,"Josie always liked visiting her grandmother in the countryside. But when her mother loses her job in the city and they're forced to relocate along with Josie's sister, Annie, she realizes she doesn't like the country that much. Especially because Grandma Jeannie has some strange rules: Don't bring any dolls into the house. And never, ever go near the house in the woods behind their yard. Soon, though, Josie manages to make friendds with the most popular girl in the sixth grade, Vanessa. When Vanessa eventually invites Josie back to her house to hang out, Hosie doesn't question it. Not even when Vanessa takes her into the woods, and down an old dirt road, toward the very house Grandma Jeannie had warned her about. As Josie gets caught up in her illicit friendship with Vanessa, Annie is caught in the crossfire. What follows is a chilling tale of dark magic, friendship, and some very creepy dolls.",http://books.google.com/books/content?id=rV1FDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
